platform,komentar,timestamp,sentimen,komentar_clean
YouTube,"Hamdan mantap Bahasa Nya Cerdas Sangat Berpendidikan.
Pantes Bahasa Nya Bagus. Towel Mah Mana Bisa",1 tahun yang lalu,,hamdan mantap bahasa nya cerdas didik pantes bahasa nya bagus towel mah
YouTube,Towel ah ngmong apa si nga jls,1 tahun yang lalu,,towel ah ngmong si nga jls
YouTube,TOL,1 tahun yang lalu,,tol
YouTube,"Pak Hamdan the best,pengetahuanya gilakkk... keren",1 tahun yang lalu,,hamdan the bestpengetahuanya gilakkk keren
YouTube,Pengamat lebih pinter daripada manejemen tim sama artiya penonton lebih pinter daripada pemain,1 tahun yang lalu (diedit),,amat pinter manejemen tim artiya tonton pinter main
YouTube,Coba adu kecerdasan kasi si towel tim satu sty satu trs adu,1 tahun yang lalu,,coba adu cerdas kasi si towel tim sty trs adu
YouTube,Towel ngomong dengan kebencian.,1 tahun yang lalu,,towel ngomong benci
YouTube,Boikot media yang ngundang nih badut van towel,1 tahun yang lalu,,boikot media ngundang nih badut van towel
YouTube,Media perusuh ya undang perusuh juga yaitu towel,1 tahun yang lalu,,media rusuh ya undang rusuh towel
YouTube,Towel gonggong mulu kyk a**,1 tahun yang lalu,,towel gonggong mulu kyk a
YouTube,"Lanjutkan bg hamdan mereka adalah anak Indonesia,ngapain dengarin orang yg gak penting yg gak ingin Indonesia maju....",1 tahun yang lalu,,lanjut bg hamdan anak indonesiangapain dengarin orang yg gak yg gak indonesia maju
YouTube,"Org ini emg aneh , suport lah timnas masa timnas ada oposisi kan lucu😅",1 tahun yang lalu,,org emg aneh suport timnas timnas oposisi lucu
YouTube,Yang penting kami cinta timnas.  Pemain keturunan pun kami cinta,1 tahun yang lalu,,cinta timnas main turun cinta
YouTube,Towel lagi towel lagi huuuuuuuuuuuuuuuuu,1 tahun yang lalu,,towel towel huuuuuuuuuuuuuuuuu
YouTube,TOWELLLLL...WAKTU LOE DI PSSI PRESTASI LOE APA NYETTTTTT..,1 tahun yang lalu,,towelllllwaktu loe pssi prestasi loe nyetttttt
YouTube,"Kadang lucu banget nih orang, tidak melihat diri sendiri dicermin.
Sering mengkritik kinerja PSSI dalam mengelola timnas dan juga Liga Indonesia setelah pak Erick Tohir menjabat, lalu dia waktu dulu menjabat Direktur Kompetisi PSSI 2013-2016 dan General Manager Football Development PSSI 2014-2015 ngapain aja kerjanya??  

Disaat timnas sedang merangkak untuk bangkit, dia kayanya tidak sedang timnas untuk maju
lebih senang melihat timnas masih di dasar kubangan

bung towel adalah rocky gerung-nya sepakbola Indonesia",1 tahun yang lalu,,kadang lucu banget nih orang cermin kritik kerja pssi kelola timnas liga indonesia erick tohir jabat jabat direktur kompetisi pssi general manager football development pssi ngapain aja kerja saat timnas rangkak bangkit kaya timnas maju senang timnas dasar kubang towel rocky gerung sepakbola indonesia
YouTube,"KASIAN BANGET BUNG HAMD, KEK LG NGOBROL SAMA BOCIL",1 tahun yang lalu,,kasi banget hamd kek lg ngobrol bocil
YouTube,ngapain towel dikasih panggung ?,1 tahun yang lalu,,ngapain towel kasih panggung
YouTube,Bung towel adalah gambaran pemikiran sepak bola buruk di masa lalu,1 tahun yang lalu,,towel gambar pikir sepak bola buruk
YouTube,Towel lu tuh cma pengamat sepak bola.. kebanyakan cingcong mulutlu tuh busuk..,1 tahun yang lalu,,towel lu tuh cma amat sepak bola banyak cingcong mulutlu tuh busuk
YouTube,"Ini metro nyari rating ya ???? 
Knapa msi kasih panggung k ""orang""  Gak ada sumbangsih dan cuma kritik menjatuhkan",1 tahun yang lalu,,metro nyari rating ya knapa msi kasih panggung k orang gak sumbangsih kritik jatuh
YouTube,Cara bicara pak hamdan mnunjukkan kelasnya. Tobel mnjungkkan iri hatinya,1 tahun yang lalu,,bicara hamdan mnunjukkan kelas tobel mnjungkkan iri hati
YouTube,"Towel,tambah memperumit keadaan,saat ini kita harus manfaatkan kesempatan untuk masuk piala dunia. Makanya towel jangan di layani,ngawur.",1 tahun yang lalu,,toweltambah rumit keadaansaat manfaat sempat masuk piala dunia towel layaningawur
YouTube,"Si towel sok nasionalis, tapi sesungguhnya kepentinganya terganggu sbg seorang mavia !",1 tahun yang lalu,,si towel sok nasionalis sungguh kepentinganya ganggu sbg mavia
YouTube,"kekurangan Narasumber Ya. ?
orang Politik jadi Narasumber",1 tahun yang lalu,,kurang narasumber ya orang politik narasumber
YouTube,"Towel kalau masih mempermasalahkan warga negara keturunan bangsa Indonesia di luar negri kemudian dia kembali menjadi warga negara Indonesia dan ingin memajukan persepakbolaan di tanah leluhurnya, Indonesia, mengapa tidak boleh  ??? Bukankah itu pekerjaan yang mulya ??? Toh mereka semua sekarang adalah merupakan warga negara kita juga, warga negara Indonesia !!! Mengapa masih harus terus dipermasakan ??? Kalau begitu Towel diskriminatif dan bisa dikatakan berjiwa rasis, dengan membeda bedakan antara pemain lokal dan pemain naturalisasi..........🤦",1 tahun yang lalu,,towel masalah warga negara turun bangsa indonesia negri warga negara indonesia maju persepakbolaan tanah leluhur indonesia kerja mulya warga negara warga negara indonesia masa towel diskriminatif jiwa ras beda beda main lokal main naturalisasi
YouTube,"Towel banyak bacot gak bisa jestip pemain dia,dari omongannya aja memecah belah,TAIIII",1 tahun yang lalu,,towel bacot gak jestip main adar omong aja pecah belahtaiiii
YouTube,"Sehat² pak hamdan, sumpah keren banget beliau mentalnya ngadepin orang² yang aneh banget",1 tahun yang lalu,,sehat hamdan sumpah keren banget beliau mental ngadepin orang aneh banget
YouTube,"Jawaban pak hamdan terlalu berbobot, dan sulit  dimengerti untuk TOWEL dan kawan kawan. karena mereka hanya cuma berbicara berdasarkan mulut saja tp tak memakai isi dalam kepala.",1 tahun yang lalu,,hamdan bobot sulit erti towel kawan kawan bicara dasar mulut tp pakai isi kepala
YouTube,Pengen dupak cangkeme towel,1 tahun yang lalu,,ken dupak cangkeme towel
YouTube,Towel selalu asal nyablak..,1 tahun yang lalu,,towel nyablak
YouTube,Towel towel🤮🤮🤮🤮,1 tahun yang lalu,,towel towel
YouTube,Braninya kroyokan lo,1 tahun yang lalu,,braninya kroyokan lo
YouTube,Bung towel kesel nglamar jadi platih ditolak,1 tahun yang lalu,,towel kesel nglamar platih tolak
YouTube,selain hamdan itu lencung semua,1 tahun yang lalu,,hamdan lencung
YouTube,Sih towel perpcaH belah,1 tahun yang lalu,,sih towel perpcah belah
YouTube,Enak nya tuh bacot sih towel. Udh aja main sih towel.,1 tahun yang lalu,,enak nya tuh bacot sih towel udh aja main sih towel
YouTube,Kesini pengen nonton badut wel dgan penuh ketololannya dan muka tembok 😂,1 tahun yang lalu,,kesini ken nonton badut wel dgan penuh tolol muka tembok
YouTube,"Towel ini bukan pengamat sepak bola, tp pengamat shin tae young",1 tahun yang lalu,,towel amat sepak bola tp amat shin tae young
YouTube,Rasah ngurusi towel,1 tahun yang lalu,,rasah ngurusi towel
YouTube,"Orang seperti troel masih saja diberi panggung dan di pelihara oleh tv padahal yang tajam hanya mulutnya saja, omongannya tidak mendidik cenderung memecah belah bangsa indonesia",1 tahun yang lalu (diedit),,orang troel panggung pelihara tv tajam mulut omong didik cenderung pecah belah bangsa indonesia
YouTube,Sebagus apapu pelatih sty kalau udah benci susah...,1 tahun yang lalu,,bagus apapu latih sty udah benci susah
YouTube,Kecewa dengan media...,1 tahun yang lalu,,kecewa media
YouTube,Towel...coba kasi pemain bs nggak melatih mereka?,1 tahun yang lalu,,towelcoba kasi main bs nggak latih
YouTube,Sty ngasih vitamin ke pemain loe towel ngasih racun ngomng ga nyambung masih ngebeut banget sty di pecat loe siapa yg punya PSSI malu dong masih ngeles masalah omongan sty aj malu loe diliat ditonton masyarakat Indonesia,1 tahun yang lalu,,sty ngasih vitamin main loe towel ngasih racun ngomng ga nyambung ngebeut banget sty pecat loe yg pssi malu ngeles omong sty aj malu loe liat tonton masyarakat indonesia
YouTube,Semua tau towel orang bodoh,1 tahun yang lalu,,tau towel orang bodoh
YouTube,"Kelas pak hamdan😂😂 jawabannya tenang dan sesuai fakta data, sisanya iyain aja percuma, yg dibahas ituitu aja, kayak bukan pengamat lawak wkwk",1 tahun yang lalu,,kelas hamdan jawab tenang sesuai fakta data sisa iyain aja yg bahas ituitu aja kayak amat lawak wkwk
YouTube,Wel towel,1 tahun yang lalu,,wel towel
YouTube,"Kasian bang hamdan Hamedan di keroyok manusia"" Yg gk suka timnaas lebih baik.. Padahal Faktanya masyarakat sangat mendukung penuh atas pencapaian timnas saat ini",1 tahun yang lalu,,kasi bang hamdan hamedan keroyok manusia yg gk suka timnaas fakta masyarakat dukung penuh capai timnas
YouTube,"Sekali kali Towel suruh debat Langsung sama pak Erik Tohir,, gedeg bngt gua sama Ai Towel",1 tahun yang lalu,,kali towel suruh debat langsung erik tohir gedeg bngt gua ai towel
YouTube,"I'm Singapore..
Pertanyaan saya , timnas udah 70 tahun , masa trophy 1 aja ngk ada????? Minimal punya AFF boss.. ngk usah kejar mimpi world cup boss.. AFF AJA NGK LEPAS.. malu dikit udah 70 tahun boss timnas masa 0 TROPHY.. PARAH NI NEGARA KONOHA",1 tahun yang lalu,,im singapore timnas udah trophy aja ngk minimal aff boss ngk kejar mimpi world cup boss aff aja ngk lepas malu dikit udah boss timnas trophy parah ni negara konoha
YouTube,kirain si towel udah msuk rs jiwa,1 tahun yang lalu,,kirain si towel udah msuk rs jiwa
YouTube,Metro tolong bung towel jangan kasih panggung. Tv yg lain Uda g ngundang orang ini,1 tahun yang lalu,,metro tolong towel kasih panggung tv yg uda g ngundang orang
YouTube,Towel keluar lah dari indo.pusing liat bacotya😅😅😂😂,1 tahun yang lalu,,towel indopusing liat bacotya
YouTube,"Negara Lain Aja Pada Pake Pemain Naturalisasi kok.
Kenapa timnas dan teruntuk pssi menggunakan naturalisasi dan efeknya bagus untuk timnas dan nyata bagus hasilnya kenapa malah ada yang kritik ga setuju lah ini lah itu lah minta sty out lah.. Emang benar kata pak soekarno perjuangan nya lebih mudah karna melawan penjajah tapi perjuangan kita lebih berat karna melawan bangsamu sendiri..",1 tahun yang lalu,,negara aja pake main naturalisasi timnas untuk pssi naturalisasi efek bagus timnas nyata bagus hasil kritik ga tuju sty out emang soekarno juang nya mudah karna lawan jajah juang berat karna lawan bangsa
YouTube,Towel org bangla banyk omon2,1 tahun yang lalu,,towel org bangla banyk omon
YouTube,Bung Towel kelihatannya tidak anti Naturalisasi tapi sepertinya beliau lebih tidak menyukai STY,1 tahun yang lalu,,towel anti naturalisasi beliau suka sty
YouTube,Bung towel itu hatinya mati,1 tahun yang lalu,,towel hati mati
YouTube,Towel stress,1 tahun yang lalu,,towel stress
YouTube,Towel .....,1 tahun yang lalu,,towel
YouTube,Sama TOWEL juga di kritisi jg ngeles dan banyak pembenaran argumentnya...dan tidak bermutu dan berwalitas kritisi SI TOWEL...kami bukan orang bodoh rakyat / suporter TIMNAS ...mbak mas metro tv bilang saja towel tdk kebagian kedudukan di pssi makanya cari sensasional .....😂😂😂😂😅,1 tahun yang lalu,,towel kritisi jg ngeles benar argumentnyadan mutu berwalitas kritisi si towelkami orang bodoh rakyat suporter timnas mbak mas metro tv bilang towel tdk bagi duduk pssi cari sensasional
YouTube,"""Kayaknya"" bung towel bukan menentang naturalisasinya,tapi ketidaksukaan terhadap STY",1 tahun yang lalu,,kayak towel tentang naturalisasinyatapi ketidaksukaan sty
YouTube,Saya yakin towel setuju dengan Hamdan hamedan tp terlanjur gengsi,1 tahun yang lalu,,towel tuju hamdan hamedan tp lanjur gengsi
YouTube,"""Maroko 20 pemain""
""Hasilnya?:
""Juara 4 piala dunia""
""Nah kita?""
Lah 


Pak itu Maroko, mohon maaf sekali :) :) :)",1 tahun yang lalu,,maroko main hasil juara piala dunia maroko mohon maaf
YouTube,Suruh towel yg jdi pelatih saja bisa gak itu bacot saja di itu,1 tahun yang lalu,,suruh towel yg jdi latih gak bacot
YouTube,"Cuma di indonesia ditelevisi membicarakan kontrovesi bukan taktikal sepakbola dan yg diundang bukan partisipan sepakbola, sungguh lucu negara ini.",1 tahun yang lalu,,indonesia televisi bicara kontrovesi taktikal sepakbola yg undang partisipan sepakbola sungguh lucu negara
YouTube,Komentator paling kocak si welly ini,1 tahun yang lalu,,komentator kocak si welly
YouTube,Towel dungu.,1 tahun yang lalu,,towel dungu
YouTube,towel bodat,1 tahun yang lalu,,towel bodat
YouTube,Terlalu tengil towel²...,1 tahun yang lalu,,tengil towel
YouTube,"TOWEl......
VIRUS Sepakbola Indonesia.

Pembenci STY, diskusinya selalu beropini Mendowngrade STY.Ini bahaya, orang ini.",1 tahun yang lalu (diedit),,towel virus sepakbola indonesia benci sty diskusi opini mendowngrade styini bahaya orang
YouTube,Ngapain bung towel di panggil terus hanya ngerecokin yg ga perlu. . udah kita itu tim itu keseluruhan baik pemain pelatih PSSI dll  demi bangsa dan negara. . Se ajan akan kok bung towel benci Ama sty..,1 tahun yang lalu,,ngapain towel panggil ngerecokin yg ga udah tim main latih pssi dll bangsa negara ajan towel benci ama sty
YouTube,"kasih panggung teros, bentar lagi makin banyak ni kembaran towel, contoh nya orang² kek begitu tu sudah mulai meniru gaya towel biar ikut viral",1 tahun yang lalu,,kasih panggung ros bentar ni kembar towel contoh nya orang kek tu tiru gaya towel biar viral
YouTube,Metro munculkan pembicara towel dan lain2 tidak becuss,1 tahun yang lalu,,metro muncul bicara towel becuss
YouTube,knp gx usir ajh si towel dri indonesia sih...mungkin dia ingin jadi warga vietnam kali entar namanya ganti jadi nguyen han towel,1 tahun yang lalu,,knp gx usir ajh si towel dri indonesia sihmungkin warga vietnam kali entar nama ganti nguyen han towel
YouTube,Angkat&Banggakan Derajat pemain2/pelatih2 Lokal/Pribumi kita sendiri!!,1 tahun yang lalu,,angkatbanggakan derajat pemainpelatih lokalpribumi
YouTube,Timnas Korsel'Japan'Persia'China'Korut* kok bisa hadir diWorld Cup(Korsel/Japan lggn tetap)' dng materi Pemain2/Pelatih lokal/pribumi?? JUGA Africa'LatinAmerica'Tengah* mengapa oh' mengapa.....Ada Apa Dng Kita ???!!!,1 tahun yang lalu,,timnas korseljapanpersiachinakorut hadir diworld cupkorseljapan lggn dng materi pemainpelatih lokalpribumi africalatinamericatengah oh mengapaada dng
YouTube,Elkan bukan naturalisasi towel,1 tahun yang lalu,,elkan naturalisasi towel
YouTube,Please jangan kasih panggung towel,1 tahun yang lalu,,please kasih panggung towel
YouTube,"lawak
Emg negara lu udh sehebat apa di sepakbola, lgian jg ga mutu acara bgni, acara pemecah belah",1 tahun yang lalu,,lawak emg negara lu udh hebat sepakbola lgian jg ga mutu acara bgni acara pecah belah
YouTube,"Towel i opo to karepe i,heran aku negara ne maju ko panggah ngono ae Peh abot",1 tahun yang lalu,,towel i opo to karepe iheran negara ne maju ko panggah ngono ae peh abot
YouTube,ngomong apa oposisi satu ini wkwkw,1 tahun yang lalu,,ngomong oposisi wkwkw
YouTube,"Jujur towel ini bukan mempermasalkan naturalisasi,tapi lebih kebencian terhadap STY, dan sebagus/maju apa pun timnas kita,  seolah STY tidak ada peran nya di situ, itu menurut ku",1 tahun yang lalu,,jujur towel mempermasalkan naturalisasitapi benci sty sebagusmaju timnas sty peran nya situ ku
YouTube,Orang frustasi jabatan,1 tahun yang lalu,,orang frustasi jabat
YouTube,"Untuk towel gk perou dijawab sm org"" yg pinter apa panjang panjang jawabnya.. Sm saya aja sinilah yg jawab.. Maaf ajaya, dari berapa kali Towel bicara atau bertanya, tidak satupun saya lihat ada yg berbobot.. Bahkan pertanyaannya pertanyaan yg bodoh.. ? Kenapa sih harus berbelit belit jawabnya. Seakan akan towel itu pintarrr . mohon maaf aja dia itu begitu bl**n dimata saya.. SINI TANYA SAMA SAYA. SIMPEL JELAS PADAT AKAN SAYA JAWAB. DAN BAHKAN PERTANYAAN DIA ITU GK PERLU DIJAWAB. KARENA PERTANYAANNTA OTU SUDAH T*L*L.. jelas pemikiran yg bodohlah.. GK ADA SATUPUN OMONGAN DIA ITU YG BENAR JGNKAN BERBOBOT.. PERTANYAAN BODOH.",1 tahun yang lalu,,towel gk perou sm org yg pinter sm aja yg maaf ajaya kali towel bicara satu lihat yg bobot tanya yg bodoh sih belit belit akan towel pintarrr mohon maaf aja bln mata simpel padat gk pertanyaannta otu tll pikir yg bodoh gk satu omong yg jgnkan bobot bodoh
YouTube,"Jangan kasih panggung lagi dong, ga waras orang itu, kaki tangan mavia kek'a",1 tahun yang lalu,,kasih panggung ga waras orang kaki tangan mavia keka
YouTube,"Ini yang menyerang sty dan pssi adalah para pengurus federasi lama yang sudah ditendang keluar, yang mana pada saat masa mereka duduk di federasi yang terjadi adalah prestasi nol besar. Sekarang malah pssi reborn era erik tohir  yg sedang menuai prestasi, dikritik mereka habis habisan dari sudut pandang ngawur. Mau duduk di dalam lagi kalian kah? Ooo tidak bisaa... pak erik tohir sudah membaca strategi busuk kalian. Tetap sajalah teriakkan nalar ngawurmu itu sambil nonton timnasku yang sedang berkembang pesat.😆😆😆",1 tahun yang lalu,,serang sty pssi urus federasi tendang duduk federasi prestasi nol pssi reborn era erik tohir yg tuai prestasi kritik habis habis sudut pandang ngawur duduk kah ooo bisaa erik tohir baca strategi busuk teriak nalar ngawurmu nonton timnasku kembang pesat
YouTube,"acara apa ini woy, gak berbobot",1 tahun yang lalu,,acara woy gak bobot
